Name;Offset;Val_g3;Val_g4;Size;Type
A429_2AB_RX_SDI_LABEL[96];0x00000310;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[97];0x00000312;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[98];0x00000314;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[99];0x00000316;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[100];0x00000318;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[101];0x0000031A;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[102];0x0000031C;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[103];0x0000031E;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[104];0x00000320;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[105];0x00000322;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[106];0x00000324;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[107];0x00000326;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[108];0x00000328;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[109];0x0000032A;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[110];0x0000032C;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[111];0x0000032E;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[112];0x00000330;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[113];0x00000332;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[114];0x00000334;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[115];0x00000336;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[116];0x00000338;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[117];0x0000033A;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[118];0x0000033C;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[119];0x0000033E;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[120];0x00000340;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[121];0x00000342;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[122];0x00000344;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[123];0x00000346;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[124];0x00000348;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[125];0x0000034A;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[126];0x0000034C;0x800;0x800;2;Unsigned Short
A429_2AB_RX_SDI_LABEL[127];0x0000034E;0x800;0x800;2;Unsigned Short
A429_2AB_CONFIG;0x00000350;2.0;2.0;4;Unsigned Long
CAN1_02B_AUTHORIZED;0x00000354;0.0;0.0;4;Unsigned Long
CAN1_ADAPT_PRESENCE;0x00000358;0.0;0.0;4;Unsigned Long
CAN1_BAUD;0x0000035C;3.0;3.0;4;Unsigned Long
CAN2_02B_AUTHORIZED;0x00000360;0.0;0.0;4;Unsigned Long
CAN2_BAUD;0x00000364;3.0;3.0;4;Unsigned Long
T1_configuration;0x00000368;0.0;0.0;4;Unsigned Long
T2_configuration;0x0000036C;0.0;0.0;4;Unsigned Long
TFF_configuration;0x00000370;0.0;0.0;4;Unsigned Long
SAI1_select;0x00000374;0.0;0.0;4;Unsigned Long
SAI2_select;0x00000378;0.0;0.0;4;Unsigned Long
SAI3_select;0x0000037C;0.0;0.0;4;Unsigned Long
SAI4_select;0x00000380;0.0;0.0;4;Unsigned Long
POT1_sensor_type;0x00000384;0.0;0.0;4;Unsigned Long
POT2_sensor_type;0x00000388;0.0;0.0;4;Unsigned Long
Twear_A;0x0000038C;1e-6;1e-6;4;Float32
Twear_B;0x00000390;1e-8;1e-8;4;Float32
Spare;0x00000394;0.0;0.0;52;Unsigned Char
OVS_NGOS1NGALTARatio;0x000003C8;25.0;25.00;4;Float32
OVS_NGOS2NGALTARatio;0x000003CC;25.0;25.00;4;Float32
OVS_NGOS1NGALTBRatio;0x000003D0;25.0;25.00;4;Float32
OVS_NGOS2NGALTBRatio;0x000003D4;25.0;25.00;4;Float32
OVS_NTLOS1NTLARatio;0x000003D8;3.0;3.00;4;Float32
OVS_NTLOS2NTLARatio;0x000003DC;3.0;3.00;4;Float32
OVS_NTLOS1NTLBRatio;0x000003E0;3.0;3.00;4;Float32
OVS_NTLOS2NTLBRatio;0x000003E4;3.0;3.00;4;Float32
OVS_NTLA_IDENT;0x000003E8;0.0;0.0;1;Unsigned Char
OVS_NTLB_IDENT;0x000003E9;0.0;0.0;1;Unsigned Char
Spare;0x000003EA;0.0;0.0;6;Unsigned Char
OVS_NTLThresholdInhib;0x000003F0;0.0;0.0;1;Unsigned Char
OVS_NGInhib;0x000003F1;0.0;0.0;1;Unsigned Char
OVS_CSSInhib;0x000003F2;0.0;0.0;1;Unsigned Char
OVS_OneSensorNGInhib;0x000003F3;0.0;0.0;1;Unsigned Char
OVS_OneSensorNTLInhib;0x000003F4;0.0;0.0;1;Unsigned Char
Interlock_Inhib;0x000003F5;0.0;0.0;1;Unsigned Char
Spare;0x000003F6;0.0;0.0;2;Unsigned Char
NTLOS1_NL;0x000003F8;65.0;65.0;1;Unsigned Char
NTLOS1_NH;0x000003F9;65.0;65.0;1;Unsigned Char
NTLOS2_NL;0x000003FA;65.0;65.0;1;Unsigned Char
NTLOS2_NH;0x000003FB;65.0;65.0;1;Unsigned Char
NTL_OVSTHRESD_N;0x000003FC;1.0;1.0;1;Unsigned Char
NTL_OVS_FUNCTION;0x000003FD;1.0;1.0;1;Unsigned Char
Spare;0x000003FE;0.0;0.0;2;Unsigned Char
NGOS1_NL;0x00000400;17.0;17.0;1;Unsigned Char
NGOS1_NH;0x00000401;17.0;17.0;1;Unsigned Char
NGOS2_NL;0x00000402;17.0;17.0;1;Unsigned Char
NGOS2_NH;0x00000403;17.0;17.0;1;Unsigned Char
NG_OVSTHRESD_N;0x00000404;1.0;1.0;1;Unsigned Char
Spare;0x00000405;0.0;0.0;3;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [0];0x00000408;70.0;70.0;1;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [1];0x00000409;70.0;70.0;1;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [2];0x0000040A;70.0;70.0;1;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [3];0x0000040B;70.0;70.0;1;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [4];0x0000040C;70.0;70.0;1;Unsigned Char
NG_OVSTHRESD_Threshold_Ar [5];0x0000040D;70.0;70.0;1;Unsigned Char
Spare;0x0000040E;0.0;0.0;2;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [0];0x00000410;120.0;120.0;1;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [1];0x00000411;120.0;120.0;1;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [2];0x00000412;120.0;120.0;1;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [3];0x00000413;120.0;120.0;1;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [4];0x00000414;120.0;120.0;1;Unsigned Char
NTL_OVSVARIABLE_Threshold_Ar [5];0x00000415;120.0;120.0;1;Unsigned Char
Spare;0x00000416;0.0;0.0;2;Unsigned Char
NGOS1_Timeout;0x00000418;10.0;10.0;4;Float32
NGOS1_100;0x0000041C;4920.0;4920.0;4;Float32
NGOS2_Timeout;0x00000420;10.0;10.0;4;Float32
NGOS2_100;0x00000424;4920.0;4920.0;4;Float32
NTLOS1_Timeout;0x00000428;49.0;49.0;4;Float32
NTLOS1_100;0x0000042C;6500.0;6500.0;4;Float32
NTLOS2_Timeout;0x00000430;49.0;49.0;4;Float32
NTLOS2_100;0x00000434;6500.0;6500.0;4;Float32
NTL_OVSTHRESD_Threshold;0x00000438;120.0;120.0;4;Float32
NTL_OVSTHRESD_Window;0x0000043C;10.0;10.0;4;Float32
NG_OVSTHRESD_Threshold;0x00000440;100.0;100.0;4;Float32
NG_OVSTHRESD_Window;0x00000444;5.0;5.0;4;Float32
Spare;0x00000448;0xFF;0xFF;38;Unsigned Char
OVSP_Config_16BitCRC;0x0000046E;0xE0C1;0xE0C1;2;Unsigned Short
OSS_CONF_32BitCRC;0x00000470;0.0;0.0;4;Unsigned Long
